Secciones de la CNAE-09;Tiempo de trabajo;Periodo;Total
J Información y comunicaciones;Horas no trabajadas;2008T1;17,9
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2024T4;20,1
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2024T3;31
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2024T2;12,7
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2024T1;14
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2023T4;22,5
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2023T3;29,7
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2023T2;15,7
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2023T1;10
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2022T4;19,7
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2022T3;30,7
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2022T2;13,6
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2022T1;9,4
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2021T4;18,7
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2021T3;29,6
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2021T2;13,1
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2021T1;11,7
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2020T4;17,1
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2020T3;27,9
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2020T2;13,3
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2020T1;11
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2019T4;16,9
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2019T3;28,7
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2019T2;15,4
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2019T1;9,8
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2018T4;18,8
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2018T3;30,1
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2018T2;10,3
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2018T1;13,1
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2017T4;20,6
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2017T3;31,6
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2017T2;14,8
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2017T1;8,6
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2016T4;19,4
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2016T3;32,1
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2016T2;7,6
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2016T1;15,2
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2015T4;15,9
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2015T3;31,7
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2015T2;15,1
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2015T1;10,7
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2014T4;14,9
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2014T3;33,4
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2014T2;16,5
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2014T1;9,5
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2013T4;17,3
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2013T3;30,5
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2013T2;10
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2013T1;13,3
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2012T4;17,3
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2012T3;30,3
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2012T2;14,6
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2012T1;8,3
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2011T4;16,7
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2011T3;32,4
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2011T2;13,1
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2011T1;7,8
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2010T4;16,7
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2010T3;29,6
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2010T2;13,1
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2010T1;10,1
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2009T4;15
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2009T3;34
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2009T2;15,4
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2009T1;10,7
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2008T4;13
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2008T3;34,6
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2008T2;9,2
J Información y comunicaciones;Horas no trabajadas por vacaciones y fiestas;2008T1;12,3
J Información y comunicaciones;Horas no trabajadas por I.T;2024T4;4,1
J Información y comunicaciones;Horas no trabajadas por I.T;2024T3;3,9
J Información y comunicaciones;Horas no trabajadas por I.T;2024T2;4,2
J Información y comunicaciones;Horas no trabajadas por I.T;2024T1;4,2
J Información y comunicaciones;Horas no trabajadas por I.T;2023T4;3,8
J Información y comunicaciones;Horas no trabajadas por I.T;2023T3;3,5
J Información y comunicaciones;Horas no trabajadas por I.T;2023T2;3,7
J Información y comunicaciones;Horas no trabajadas por I.T;2023T1;3,6
J Información y comunicaciones;Horas no trabajadas por I.T;2022T4;3,2
J Información y comunicaciones;Horas no trabajadas por I.T;2022T3;3,1
J Información y comunicaciones;Horas no trabajadas por I.T;2022T2;3,7
J Información y comunicaciones;Horas no trabajadas por I.T;2022T1;4,3
J Información y comunicaciones;Horas no trabajadas por I.T;2021T4;3,3
J Información y comunicaciones;Horas no trabajadas por I.T;2021T3;3,3
J Información y comunicaciones;Horas no trabajadas por I.T;2021T2;3,2
J Información y comunicaciones;Horas no trabajadas por I.T;2021T1;3
J Información y comunicaciones;Horas no trabajadas por I.T;2020T4;3,1
J Información y comunicaciones;Horas no trabajadas por I.T;2020T3;3
J Información y comunicaciones;Horas no trabajadas por I.T;2020T2;3,8
J Información y comunicaciones;Horas no trabajadas por I.T;2020T1;3,8
J Información y comunicaciones;Horas no trabajadas por I.T;2019T4;3,7
J Información y comunicaciones;Horas no trabajadas por I.T;2019T3;3,1
J Información y comunicaciones;Horas no trabajadas por I.T;2019T2;3,4
J Información y comunicaciones;Horas no trabajadas por I.T;2019T1;3,5
J Información y comunicaciones;Horas no trabajadas por I.T;2018T4;3,2
J Información y comunicaciones;Horas no trabajadas por I.T;2018T3;2,9
J Información y comunicaciones;Horas no trabajadas por I.T;2018T2;3,1
J Información y comunicaciones;Horas no trabajadas por I.T;2018T1;3,4
J Información y comunicaciones;Horas no trabajadas por I.T;2017T4;3,4
J Información y comunicaciones;Horas no trabajadas por I.T;2017T3;2,7
J Información y comunicaciones;Horas no trabajadas por I.T;2017T2;2,9
J Información y comunicaciones;Horas no trabajadas por I.T;2017T1;3,1
J Información y comunicaciones;Horas no trabajadas por I.T;2016T4;2,8
J Información y comunicaciones;Horas no trabajadas por I.T;2016T3;2,7
J Información y comunicaciones;Horas no trabajadas por I.T;2016T2;2,9
J Información y comunicaciones;Horas no trabajadas por I.T;2016T1;3,1
J Información y comunicaciones;Horas no trabajadas por I.T;2015T4;2,9
J Información y comunicaciones;Horas no trabajadas por I.T;2015T3;2,6
J Información y comunicaciones;Horas no trabajadas por I.T;2015T2;2,9
J Información y comunicaciones;Horas no trabajadas por I.T;2015T1;3,1
J Información y comunicaciones;Horas no trabajadas por I.T;2014T4;2,6
J Información y comunicaciones;Horas no trabajadas por I.T;2014T3;2,4
J Información y comunicaciones;Horas no trabajadas por I.T;2014T2;2,5
J Información y comunicaciones;Horas no trabajadas por I.T;2014T1;2,6
J Información y comunicaciones;Horas no trabajadas por I.T;2013T4;2,8
J Información y comunicaciones;Horas no trabajadas por I.T;2013T3;2,5
J Información y comunicaciones;Horas no trabajadas por I.T;2013T2;2,5
J Información y comunicaciones;Horas no trabajadas por I.T;2013T1;2,8
J Información y comunicaciones;Horas no trabajadas por I.T;2012T4;2,6
J Información y comunicaciones;Horas no trabajadas por I.T;2012T3;2,2
J Información y comunicaciones;Horas no trabajadas por I.T;2012T2;2,6
J Información y comunicaciones;Horas no trabajadas por I.T;2012T1;2,9
J Información y comunicaciones;Horas no trabajadas por I.T;2011T4;3,1
J Información y comunicaciones;Horas no trabajadas por I.T;2011T3;2,7
J Información y comunicaciones;Horas no trabajadas por I.T;2011T2;3,1
J Información y comunicaciones;Horas no trabajadas por I.T;2011T1;3,4
J Información y comunicaciones;Horas no trabajadas por I.T;2010T4;2,9
J Información y comunicaciones;Horas no trabajadas por I.T;2010T3;2,7
J Información y comunicaciones;Horas no trabajadas por I.T;2010T2;3,3
J Información y comunicaciones;Horas no trabajadas por I.T;2010T1;3,4
J Información y comunicaciones;Horas no trabajadas por I.T;2009T4;3,8
J Información y comunicaciones;Horas no trabajadas por I.T;2009T3;2,9
J Información y comunicaciones;Horas no trabajadas por I.T;2009T2;3,1
J Información y comunicaciones;Horas no trabajadas por I.T;2009T1;3,2
J Información y comunicaciones;Horas no trabajadas por I.T;2008T4;3,3
J Información y comunicaciones;Horas no trabajadas por I.T;2008T3;3,3
J Información y comunicaciones;Horas no trabajadas por I.T;2008T2;3,6
J Información y comunicaciones;Horas no trabajadas por I.T;2008T1;3,8
J Información y comunicaciones;Horas extras por trabajador;2024T4;0,3
J Información y comunicaciones;Horas extras por trabajador;2024T3;0,3
J Información y comunicaciones;Horas extras por trabajador;2024T2;0,4
J Información y comunicaciones;Horas extras por trabajador;2024T1;0,3
J Información y comunicaciones;Horas extras por trabajador;2023T4;0,3
J Información y comunicaciones;Horas extras por trabajador;2023T3;0,2
J Información y comunicaciones;Horas extras por trabajador;2023T2;0,4
J Información y comunicaciones;Horas extras por trabajador;2023T1;0,5
J Información y comunicaciones;Horas extras por trabajador;2022T4;0,5
J Información y comunicaciones;Horas extras por trabajador;2022T3;0,4
J Información y comunicaciones;Horas extras por trabajador;2022T2;0,5
J Información y comunicaciones;Horas extras por trabajador;2022T1;0,5
J Información y comunicaciones;Horas extras por trabajador;2021T4;0,5
J Información y comunicaciones;Horas extras por trabajador;2021T3;0,4
J Información y comunicaciones;Horas extras por trabajador;2021T2;0,5
J Información y comunicaciones;Horas extras por trabajador;2021T1;0,7
J Información y comunicaciones;Horas extras por trabajador;2020T4;0,6
J Información y comunicaciones;Horas extras por trabajador;2020T3;0,5
J Información y comunicaciones;Horas extras por trabajador;2020T2;0,6
J Información y comunicaciones;Horas extras por trabajador;2020T1;0,7
J Información y comunicaciones;Horas extras por trabajador;2019T4;0,7
J Información y comunicaciones;Horas extras por trabajador;2019T3;0,7
J Información y comunicaciones;Horas extras por trabajador;2019T2;0,8
J Información y comunicaciones;Horas extras por trabajador;2019T1;0,7
J Información y comunicaciones;Horas extras por trabajador;2018T4;0,5
J Información y comunicaciones;Horas extras por trabajador;2018T3;0,7
J Información y comunicaciones;Horas extras por trabajador;2018T2;0,9
J Información y comunicaciones;Horas extras por trabajador;2018T1;0,9
J Información y comunicaciones;Horas extras por trabajador;2017T4;0,8
J Información y comunicaciones;Horas extras por trabajador;2017T3;0,7
J Información y comunicaciones;Horas extras por trabajador;2017T2;1
J Información y comunicaciones;Horas extras por trabajador;2017T1;0,9
J Información y comunicaciones;Horas extras por trabajador;2016T4;0,9
J Información y comunicaciones;Horas extras por trabajador;2016T3;0,5
J Información y comunicaciones;Horas extras por trabajador;2016T2;0,8
J Información y comunicaciones;Horas extras por trabajador;2016T1;1
J Información y comunicaciones;Horas extras por trabajador;2015T4;1,1
J Información y comunicaciones;Horas extras por trabajador;2015T3;1
J Información y comunicaciones;Horas extras por trabajador;2015T2;1
J Información y comunicaciones;Horas extras por trabajador;2015T1;0,7
J Información y comunicaciones;Horas extras por trabajador;2014T4;1,2
J Información y comunicaciones;Horas extras por trabajador;2014T3;1
J Información y comunicaciones;Horas extras por trabajador;2014T2;1,1
J Información y comunicaciones;Horas extras por trabajador;2014T1;1,1
J Información y comunicaciones;Horas extras por trabajador;2013T4;1,1
J Información y comunicaciones;Horas extras por trabajador;2013T3;1,1
J Información y comunicaciones;Horas extras por trabajador;2013T2;0,5
J Información y comunicaciones;Horas extras por trabajador;2013T1;0,4
J Información y comunicaciones;Horas extras por trabajador;2012T4;0,6
J Información y comunicaciones;Horas extras por trabajador;2012T3;0,4
J Información y comunicaciones;Horas extras por trabajador;2012T2;0,4
J Información y comunicaciones;Horas extras por trabajador;2012T1;0,4
J Información y comunicaciones;Horas extras por trabajador;2011T4;0,4
J Información y comunicaciones;Horas extras por trabajador;2011T3;0,4
J Información y comunicaciones;Horas extras por trabajador;2011T2;0,4
J Información y comunicaciones;Horas extras por trabajador;2011T1;0,5
J Información y comunicaciones;Horas extras por trabajador;2010T4;0,4
J Información y comunicaciones;Horas extras por trabajador;2010T3;0,4
J Información y comunicaciones;Horas extras por trabajador;2010T2;0,5
J Información y comunicaciones;Horas extras por trabajador;2010T1;0,6
J Información y comunicaciones;Horas extras por trabajador;2009T4;0,5
J Información y comunicaciones;Horas extras por trabajador;2009T3;0,5
J Información y comunicaciones;Horas extras por trabajador;2009T2;0,5
J Información y comunicaciones;Horas extras por trabajador;2009T1;0,6
J Información y comunicaciones;Horas extras por trabajador;2008T4;0,5
J Información y comunicaciones;Horas extras por trabajador;2008T3;0,5
J Información y comunicaciones;Horas extras por trabajador;2008T2;0,6
J Información y comunicaciones;Horas extras por trabajador;2008T1;1
K Actividades financieras y de seguros;Horas pactadas;2024T4;163,7
K Actividades financieras y de seguros;Horas pactadas;2024T3;163,3
K Actividades financieras y de seguros;Horas pactadas;2024T2;163,5
K Actividades financieras y de seguros;Horas pactadas;2024T1;163,8
K Actividades financieras y de seguros;Horas pactadas;2023T4;163,4
K Actividades financieras y de seguros;Horas pactadas;2023T3;163,3
K Actividades financieras y de seguros;Horas pactadas;2023T2;163,1
K Actividades financieras y de seguros;Horas pactadas;2023T1;163,4
K Actividades financieras y de seguros;Horas pactadas;2022T4;164
K Actividades financieras y de seguros;Horas pactadas;2022T3;163,3
K Actividades financieras y de seguros;Horas pactadas;2022T2;163,1
K Actividades financieras y de seguros;Horas pactadas;2022T1;163,1
K Actividades financieras y de seguros;Horas pactadas;2021T4;162,8
K Actividades financieras y de seguros;Horas pactadas;2021T3;162,7
K Actividades financieras y de seguros;Horas pactadas;2021T2;162,5
