Secciones de la CNAE-09;Tiempo de trabajo;Periodo;Total
B Industrias extractivas;Horas pactadas;2015T2;165,1
B Industrias extractivas;Horas pactadas;2015T1;164,6
B Industrias extractivas;Horas pactadas;2014T4;165,1
B Industrias extractivas;Horas pactadas;2014T3;164
B Industrias extractivas;Horas pactadas;2014T2;163,7
B Industrias extractivas;Horas pactadas;2014T1;163,5
B Industrias extractivas;Horas pactadas;2013T4;164,4
B Industrias extractivas;Horas pactadas;2013T3;164,5
B Industrias extractivas;Horas pactadas;2013T2;164,2
B Industrias extractivas;Horas pactadas;2013T1;164,1
B Industrias extractivas;Horas pactadas;2012T4;163,9
B Industrias extractivas;Horas pactadas;2012T3;163,8
B Industrias extractivas;Horas pactadas;2012T2;163,7
B Industrias extractivas;Horas pactadas;2012T1;164,6
B Industrias extractivas;Horas pactadas;2011T4;164,8
B Industrias extractivas;Horas pactadas;2011T3;164,5
B Industrias extractivas;Horas pactadas;2011T2;165,1
B Industrias extractivas;Horas pactadas;2011T1;164,2
B Industrias extractivas;Horas pactadas;2010T4;164,3
B Industrias extractivas;Horas pactadas;2010T3;164,5
B Industrias extractivas;Horas pactadas;2010T2;164,1
B Industrias extractivas;Horas pactadas;2010T1;164,3
B Industrias extractivas;Horas pactadas;2009T4;164,7
B Industrias extractivas;Horas pactadas;2009T3;164,9
B Industrias extractivas;Horas pactadas;2009T2;164,9
B Industrias extractivas;Horas pactadas;2009T1;164,7
B Industrias extractivas;Horas pactadas;2008T4;165,7
B Industrias extractivas;Horas pactadas;2008T3;166,3
B Industrias extractivas;Horas pactadas;2008T2;166,1
B Industrias extractivas;Horas pactadas;2008T1;166,3
B Industrias extractivas;Horas pagadas;2024T4;168,6
B Industrias extractivas;Horas pagadas;2024T3;167,5
B Industrias extractivas;Horas pagadas;2024T2;167,5
B Industrias extractivas;Horas pagadas;2024T1;167,6
B Industrias extractivas;Horas pagadas;2023T4;168,5
B Industrias extractivas;Horas pagadas;2023T3;166,8
B Industrias extractivas;Horas pagadas;2023T2;168
B Industrias extractivas;Horas pagadas;2023T1;166,9
B Industrias extractivas;Horas pagadas;2022T4;167,4
B Industrias extractivas;Horas pagadas;2022T3;167,2
B Industrias extractivas;Horas pagadas;2022T2;167,3
B Industrias extractivas;Horas pagadas;2022T1;167,6
B Industrias extractivas;Horas pagadas;2021T4;166,8
B Industrias extractivas;Horas pagadas;2021T3;166,6
B Industrias extractivas;Horas pagadas;2021T2;166,6
B Industrias extractivas;Horas pagadas;2021T1;166,2
B Industrias extractivas;Horas pagadas;2020T4;165,3
B Industrias extractivas;Horas pagadas;2020T3;165,3
B Industrias extractivas;Horas pagadas;2020T2;165,9
B Industrias extractivas;Horas pagadas;2020T1;166,3
B Industrias extractivas;Horas pagadas;2019T4;167,4
B Industrias extractivas;Horas pagadas;2019T3;165,9
B Industrias extractivas;Horas pagadas;2019T2;165,9
B Industrias extractivas;Horas pagadas;2019T1;167,6
B Industrias extractivas;Horas pagadas;2018T4;168
B Industrias extractivas;Horas pagadas;2018T3;166,5
B Industrias extractivas;Horas pagadas;2018T2;166,5
B Industrias extractivas;Horas pagadas;2018T1;166,8
B Industrias extractivas;Horas pagadas;2017T4;166,5
B Industrias extractivas;Horas pagadas;2017T3;166,2
B Industrias extractivas;Horas pagadas;2017T2;166,7
B Industrias extractivas;Horas pagadas;2017T1;166,2
B Industrias extractivas;Horas pagadas;2016T4;166,5
B Industrias extractivas;Horas pagadas;2016T3;166,7
B Industrias extractivas;Horas pagadas;2016T2;166,5
B Industrias extractivas;Horas pagadas;2016T1;166,3
B Industrias extractivas;Horas pagadas;2015T4;166,3
B Industrias extractivas;Horas pagadas;2015T3;166,1
B Industrias extractivas;Horas pagadas;2015T2;166,1
B Industrias extractivas;Horas pagadas;2015T1;165,3
B Industrias extractivas;Horas pagadas;2014T4;165,8
B Industrias extractivas;Horas pagadas;2014T3;164,6
B Industrias extractivas;Horas pagadas;2014T2;164,5
B Industrias extractivas;Horas pagadas;2014T1;164
B Industrias extractivas;Horas pagadas;2013T4;165,1
B Industrias extractivas;Horas pagadas;2013T3;164,8
B Industrias extractivas;Horas pagadas;2013T2;163
B Industrias extractivas;Horas pagadas;2013T1;164,4
B Industrias extractivas;Horas pagadas;2012T4;164,4
B Industrias extractivas;Horas pagadas;2012T3;152,5
B Industrias extractivas;Horas pagadas;2012T2;160,4
B Industrias extractivas;Horas pagadas;2012T1;164,9
B Industrias extractivas;Horas pagadas;2011T4;165,8
B Industrias extractivas;Horas pagadas;2011T3;165,3
B Industrias extractivas;Horas pagadas;2011T2;165,9
B Industrias extractivas;Horas pagadas;2011T1;165
B Industrias extractivas;Horas pagadas;2010T4;164,7
B Industrias extractivas;Horas pagadas;2010T3;162,3
B Industrias extractivas;Horas pagadas;2010T2;164,9
B Industrias extractivas;Horas pagadas;2010T1;165
B Industrias extractivas;Horas pagadas;2009T4;165,5
B Industrias extractivas;Horas pagadas;2009T3;166
B Industrias extractivas;Horas pagadas;2009T2;165,8
B Industrias extractivas;Horas pagadas;2009T1;165,7
B Industrias extractivas;Horas pagadas;2008T4;167
B Industrias extractivas;Horas pagadas;2008T3;167,5
B Industrias extractivas;Horas pagadas;2008T2;167,6
B Industrias extractivas;Horas pagadas;2008T1;167,7
B Industrias extractivas;Horas efectivas;2024T4;140,5
B Industrias extractivas;Horas efectivas;2024T3;135,7
B Industrias extractivas;Horas efectivas;2024T2;147,9
B Industrias extractivas;Horas efectivas;2024T1;142,3
B Industrias extractivas;Horas efectivas;2023T4;136,1
B Industrias extractivas;Horas efectivas;2023T3;132,5
B Industrias extractivas;Horas efectivas;2023T2;144,7
B Industrias extractivas;Horas efectivas;2023T1;147,5
B Industrias extractivas;Horas efectivas;2022T4;136,6
B Industrias extractivas;Horas efectivas;2022T3;133,8
B Industrias extractivas;Horas efectivas;2022T2;145,8
B Industrias extractivas;Horas efectivas;2022T1;146,4
B Industrias extractivas;Horas efectivas;2021T4;135,4
B Industrias extractivas;Horas efectivas;2021T3;132,6
B Industrias extractivas;Horas efectivas;2021T2;144,4
B Industrias extractivas;Horas efectivas;2021T1;143,5
B Industrias extractivas;Horas efectivas;2020T4;136,6
B Industrias extractivas;Horas efectivas;2020T3;132,2
B Industrias extractivas;Horas efectivas;2020T2;133,6
B Industrias extractivas;Horas efectivas;2020T1;145,5
B Industrias extractivas;Horas efectivas;2019T4;140,6
B Industrias extractivas;Horas efectivas;2019T3;132,7
B Industrias extractivas;Horas efectivas;2019T2;143,4
B Industrias extractivas;Horas efectivas;2019T1;147,2
B Industrias extractivas;Horas efectivas;2018T4;138,5
B Industrias extractivas;Horas efectivas;2018T3;130
B Industrias extractivas;Horas efectivas;2018T2;149
B Industrias extractivas;Horas efectivas;2018T1;141,6
B Industrias extractivas;Horas efectivas;2017T4;135
B Industrias extractivas;Horas efectivas;2017T3;128,4
B Industrias extractivas;Horas efectivas;2017T2;145
B Industrias extractivas;Horas efectivas;2017T1;146,8
B Industrias extractivas;Horas efectivas;2016T4;136,4
B Industrias extractivas;Horas efectivas;2016T3;132,4
B Industrias extractivas;Horas efectivas;2016T2;149,5
B Industrias extractivas;Horas efectivas;2016T1;139,4
B Industrias extractivas;Horas efectivas;2015T4;138,3
B Industrias extractivas;Horas efectivas;2015T3;131,8
B Industrias extractivas;Horas efectivas;2015T2;144,5
B Industrias extractivas;Horas efectivas;2015T1;144,8
B Industrias extractivas;Horas efectivas;2014T4;138,2
B Industrias extractivas;Horas efectivas;2014T3;128,4
B Industrias extractivas;Horas efectivas;2014T2;139,8
B Industrias extractivas;Horas efectivas;2014T1;142,7
B Industrias extractivas;Horas efectivas;2013T4;136,1
B Industrias extractivas;Horas efectivas;2013T3;131,8
B Industrias extractivas;Horas efectivas;2013T2;140,9
B Industrias extractivas;Horas efectivas;2013T1;134,6
B Industrias extractivas;Horas efectivas;2012T4;132,4
B Industrias extractivas;Horas efectivas;2012T3;122,1
B Industrias extractivas;Horas efectivas;2012T2;138,5
B Industrias extractivas;Horas efectivas;2012T1;146,6
B Industrias extractivas;Horas efectivas;2011T4;134,8
B Industrias extractivas;Horas efectivas;2011T3;129,2
B Industrias extractivas;Horas efectivas;2011T2;142,5
B Industrias extractivas;Horas efectivas;2011T1;141,4
B Industrias extractivas;Horas efectivas;2010T4;135,5
B Industrias extractivas;Horas efectivas;2010T3;127,4
B Industrias extractivas;Horas efectivas;2010T2;142,9
B Industrias extractivas;Horas efectivas;2010T1;143,9
B Industrias extractivas;Horas efectivas;2009T4;138,4
B Industrias extractivas;Horas efectivas;2009T3;125,8
B Industrias extractivas;Horas efectivas;2009T2;141
B Industrias extractivas;Horas efectivas;2009T1;143
B Industrias extractivas;Horas efectivas;2008T4;141,9
B Industrias extractivas;Horas efectivas;2008T3;129
B Industrias extractivas;Horas efectivas;2008T2;149,5
B Industrias extractivas;Horas efectivas;2008T1;144
B Industrias extractivas;Horas no trabajadas;2024T4;28,3
B Industrias extractivas;Horas no trabajadas;2024T3;32
B Industrias extractivas;Horas no trabajadas;2024T2;19,8
B Industrias extractivas;Horas no trabajadas;2024T1;25,3
B Industrias extractivas;Horas no trabajadas;2023T4;32,6
B Industrias extractivas;Horas no trabajadas;2023T3;34,4
B Industrias extractivas;Horas no trabajadas;2023T2;23,4
B Industrias extractivas;Horas no trabajadas;2023T1;19,4
B Industrias extractivas;Horas no trabajadas;2022T4;31
B Industrias extractivas;Horas no trabajadas;2022T3;33,6
B Industrias extractivas;Horas no trabajadas;2022T2;21,6
B Industrias extractivas;Horas no trabajadas;2022T1;21,3
B Industrias extractivas;Horas no trabajadas;2021T4;31,6
B Industrias extractivas;Horas no trabajadas;2021T3;34,1
B Industrias extractivas;Horas no trabajadas;2021T2;22,3
B Industrias extractivas;Horas no trabajadas;2021T1;22,9
B Industrias extractivas;Horas no trabajadas;2020T4;28,9
B Industrias extractivas;Horas no trabajadas;2020T3;33,3
B Industrias extractivas;Horas no trabajadas;2020T2;32,3
B Industrias extractivas;Horas no trabajadas;2020T1;20,9
B Industrias extractivas;Horas no trabajadas;2019T4;26,9
B Industrias extractivas;Horas no trabajadas;2019T3;33,2
B Industrias extractivas;Horas no trabajadas;2019T2;22,5
B Industrias extractivas;Horas no trabajadas;2019T1;20,6
B Industrias extractivas;Horas no trabajadas;2018T4;29,6
B Industrias extractivas;Horas no trabajadas;2018T3;36,7
B Industrias extractivas;Horas no trabajadas;2018T2;17,6
B Industrias extractivas;Horas no trabajadas;2018T1;25,2
B Industrias extractivas;Horas no trabajadas;2017T4;31,5
B Industrias extractivas;Horas no trabajadas;2017T3;37,9
B Industrias extractivas;Horas no trabajadas;2017T2;21,8
B Industrias extractivas;Horas no trabajadas;2017T1;19,6
B Industrias extractivas;Horas no trabajadas;2016T4;30,2
B Industrias extractivas;Horas no trabajadas;2016T3;34,4
B Industrias extractivas;Horas no trabajadas;2016T2;17,1
B Industrias extractivas;Horas no trabajadas;2016T1;26,9
B Industrias extractivas;Horas no trabajadas;2015T4;28,1
B Industrias extractivas;Horas no trabajadas;2015T3;34,3
B Industrias extractivas;Horas no trabajadas;2015T2;21,8
B Industrias extractivas;Horas no trabajadas;2015T1;20,8
B Industrias extractivas;Horas no trabajadas;2014T4;27,7
B Industrias extractivas;Horas no trabajadas;2014T3;36,4
B Industrias extractivas;Horas no trabajadas;2014T2;24,7
B Industrias extractivas;Horas no trabajadas;2014T1;21,4
B Industrias extractivas;Horas no trabajadas;2013T4;29,4
B Industrias extractivas;Horas no trabajadas;2013T3;33,2
B Industrias extractivas;Horas no trabajadas;2013T2;23,9
B Industrias extractivas;Horas no trabajadas;2013T1;30
B Industrias extractivas;Horas no trabajadas;2012T4;32,3
B Industrias extractivas;Horas no trabajadas;2012T3;42,6
B Industrias extractivas;Horas no trabajadas;2012T2;26
B Industrias extractivas;Horas no trabajadas;2012T1;18,8
B Industrias extractivas;Horas no trabajadas;2011T4;31,2
B Industrias extractivas;Horas no trabajadas;2011T3;36,2
B Industrias extractivas;Horas no trabajadas;2011T2;23,6
B Industrias extractivas;Horas no trabajadas;2011T1;23,7
B Industrias extractivas;Horas no trabajadas;2010T4;29,5
B Industrias extractivas;Horas no trabajadas;2010T3;37,9
B Industrias extractivas;Horas no trabajadas;2010T2;22,3
B Industrias extractivas;Horas no trabajadas;2010T1;21,6
B Industrias extractivas;Horas no trabajadas;2009T4;27,3
B Industrias extractivas;Horas no trabajadas;2009T3;40,2
B Industrias extractivas;Horas no trabajadas;2009T2;25,1
B Industrias extractivas;Horas no trabajadas;2009T1;23,2
B Industrias extractivas;Horas no trabajadas;2008T4;25,2
B Industrias extractivas;Horas no trabajadas;2008T3;38,6
B Industrias extractivas;Horas no trabajadas;2008T2;18,3
B Industrias extractivas;Horas no trabajadas;2008T1;23,9
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2024T4;17,8
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2024T3;21,6
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2024T2;9,2
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2024T1;14,2
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2023T4;21,7
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2023T3;23,5
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2023T2;11,6
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2023T1;8,8
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2022T4;21,2
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2022T3;23,3
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2022T2;12,5
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2022T1;9,5
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2021T4;20,3
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2021T3;23,9
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2021T2;12,5
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2021T1;12,2
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2020T4;18,5
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2020T3;22,5
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2020T2;12,2
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2020T1;10,2
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2019T4;18,5
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2019T3;25,2
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2019T2;13,3
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2019T1;10,4
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2018T4;20,1
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2018T3;28,3
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2018T2;8,4
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2018T1;16,4
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2017T4;23,2
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2017T3;29,3
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2017T2;12,5
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2017T1;10,4
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2016T4;21,7
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2016T3;26,5
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2016T2;6,8
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2016T1;17,3
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2015T4;18,1
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2015T3;25,3
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2015T2;13,1
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2015T1;12,3
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2014T4;18,8
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2014T3;26,1
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2014T2;12,8
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2014T1;11,2
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2013T4;19,7
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2013T3;24,8
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2013T2;8,2
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2013T1;16,4
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2012T4;21,8
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2012T3;21,3
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2012T2;12,5
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2012T1;9,1
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2011T4;22,5
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2011T3;28,2
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2011T2;12,9
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2011T1;8,1
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2010T4;19
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2010T3;27,1
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2010T2;13,1
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2010T1;12,3
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2009T4;17,7
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2009T3;31,3
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2009T2;15,2
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2009T1;12,2
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2008T4;15,4
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2008T3;28,9
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2008T2;8
B Industrias extractivas;Horas no trabajadas por vacaciones y fiestas;2008T1;13,5
B Industrias extractivas;Horas no trabajadas por I.T;2024T4;8,5
B Industrias extractivas;Horas no trabajadas por I.T;2024T3;8,5
B Industrias extractivas;Horas no trabajadas por I.T;2024T2;8,2
B Industrias extractivas;Horas no trabajadas por I.T;2024T1;8,9
B Industrias extractivas;Horas no trabajadas por I.T;2023T4;8,8
B Industrias extractivas;Horas no trabajadas por I.T;2023T3;8,1
B Industrias extractivas;Horas no trabajadas por I.T;2023T2;8,8
B Industrias extractivas;Horas no trabajadas por I.T;2023T1;7,7
B Industrias extractivas;Horas no trabajadas por I.T;2022T4;7,3
B Industrias extractivas;Horas no trabajadas por I.T;2022T3;6,8
B Industrias extractivas;Horas no trabajadas por I.T;2022T2;7,1
B Industrias extractivas;Horas no trabajadas por I.T;2022T1;8,9
B Industrias extractivas;Horas no trabajadas por I.T;2021T4;7,8
B Industrias extractivas;Horas no trabajadas por I.T;2021T3;7,1
B Industrias extractivas;Horas no trabajadas por I.T;2021T2;6,7
B Industrias extractivas;Horas no trabajadas por I.T;2021T1;7
B Industrias extractivas;Horas no trabajadas por I.T;2020T4;6,8
B Industrias extractivas;Horas no trabajadas por I.T;2020T3;7,4
B Industrias extractivas;Horas no trabajadas por I.T;2020T2;8,7
B Industrias extractivas;Horas no trabajadas por I.T;2020T1;7,3
B Industrias extractivas;Horas no trabajadas por I.T;2019T4;6,6
B Industrias extractivas;Horas no trabajadas por I.T;2019T3;5,9
B Industrias extractivas;Horas no trabajadas por I.T;2019T2;7,2
B Industrias extractivas;Horas no trabajadas por I.T;2019T1;7
B Industrias extractivas;Horas no trabajadas por I.T;2018T4;7,1
B Industrias extractivas;Horas no trabajadas por I.T;2018T3;6,4
B Industrias extractivas;Horas no trabajadas por I.T;2018T2;6,6
B Industrias extractivas;Horas no trabajadas por I.T;2018T1;6,9
B Industrias extractivas;Horas no trabajadas por I.T;2017T4;6,5
B Industrias extractivas;Horas no trabajadas por I.T;2017T3;5,8
B Industrias extractivas;Horas no trabajadas por I.T;2017T2;7
B Industrias extractivas;Horas no trabajadas por I.T;2017T1;6,8
B Industrias extractivas;Horas no trabajadas por I.T;2016T4;6,5
B Industrias extractivas;Horas no trabajadas por I.T;2016T3;6
B Industrias extractivas;Horas no trabajadas por I.T;2016T2;5,8
B Industrias extractivas;Horas no trabajadas por I.T;2016T1;6,1
B Industrias extractivas;Horas no trabajadas por I.T;2015T4;6,2
B Industrias extractivas;Horas no trabajadas por I.T;2015T3;5,2
B Industrias extractivas;Horas no trabajadas por I.T;2015T2;6,1
B Industrias extractivas;Horas no trabajadas por I.T;2015T1;5,2
B Industrias extractivas;Horas no trabajadas por I.T;2014T4;5,3
B Industrias extractivas;Horas no trabajadas por I.T;2014T3;5,1
B Industrias extractivas;Horas no trabajadas por I.T;2014T2;6,1
B Industrias extractivas;Horas no trabajadas por I.T;2014T1;5,6
B Industrias extractivas;Horas no trabajadas por I.T;2013T4;4,7
B Industrias extractivas;Horas no trabajadas por I.T;2013T3;4,2
B Industrias extractivas;Horas no trabajadas por I.T;2013T2;5,1
B Industrias extractivas;Horas no trabajadas por I.T;2013T1;5,3
B Industrias extractivas;Horas no trabajadas por I.T;2012T4;5,8
B Industrias extractivas;Horas no trabajadas por I.T;2012T3;5
B Industrias extractivas;Horas no trabajadas por I.T;2012T2;6,2
B Industrias extractivas;Horas no trabajadas por I.T;2012T1;6,1
B Industrias extractivas;Horas no trabajadas por I.T;2011T4;6
B Industrias extractivas;Horas no trabajadas por I.T;2011T3;5,8
B Industrias extractivas;Horas no trabajadas por I.T;2011T2;5,6
B Industrias extractivas;Horas no trabajadas por I.T;2011T1;6,5
B Industrias extractivas;Horas no trabajadas por I.T;2010T4;6,4
B Industrias extractivas;Horas no trabajadas por I.T;2010T3;5,7
B Industrias extractivas;Horas no trabajadas por I.T;2010T2;6,7
B Industrias extractivas;Horas no trabajadas por I.T;2010T1;6,9
B Industrias extractivas;Horas no trabajadas por I.T;2009T4;7
B Industrias extractivas;Horas no trabajadas por I.T;2009T3;6,8
B Industrias extractivas;Horas no trabajadas por I.T;2009T2;7,1
B Industrias extractivas;Horas no trabajadas por I.T;2009T1;8,2
B Industrias extractivas;Horas no trabajadas por I.T;2008T4;7,8
B Industrias extractivas;Horas no trabajadas por I.T;2008T3;8,2
B Industrias extractivas;Horas no trabajadas por I.T;2008T2;8,6
B Industrias extractivas;Horas no trabajadas por I.T;2008T1;8,7
B Industrias extractivas;Horas extras por trabajador;2024T4;1,8
B Industrias extractivas;Horas extras por trabajador;2024T3;1,1
B Industrias extractivas;Horas extras por trabajador;2024T2;1,3
B Industrias extractivas;Horas extras por trabajador;2024T1;1,1
B Industrias extractivas;Horas extras por trabajador;2023T4;1,1
B Industrias extractivas;Horas extras por trabajador;2023T3;0,9
B Industrias extractivas;Horas extras por trabajador;2023T2;1,2
B Industrias extractivas;Horas extras por trabajador;2023T1;1
B Industrias extractivas;Horas extras por trabajador;2022T4;0,9
B Industrias extractivas;Horas extras por trabajador;2022T3;0,9
B Industrias extractivas;Horas extras por trabajador;2022T2;0,8
B Industrias extractivas;Horas extras por trabajador;2022T1;0,9
B Industrias extractivas;Horas extras por trabajador;2021T4;1,1
B Industrias extractivas;Horas extras por trabajador;2021T3;1
B Industrias extractivas;Horas extras por trabajador;2021T2;0,9
B Industrias extractivas;Horas extras por trabajador;2021T1;0,9
B Industrias extractivas;Horas extras por trabajador;2020T4;0,9
B Industrias extractivas;Horas extras por trabajador;2020T3;0,7
B Industrias extractivas;Horas extras por trabajador;2020T2;0,4
B Industrias extractivas;Horas extras por trabajador;2020T1;0,9
B Industrias extractivas;Horas extras por trabajador;2019T4;0,8
B Industrias extractivas;Horas extras por trabajador;2019T3;0,7
B Industrias extractivas;Horas extras por trabajador;2019T2;0,8
B Industrias extractivas;Horas extras por trabajador;2019T1;1
B Industrias extractivas;Horas extras por trabajador;2018T4;1
B Industrias extractivas;Horas extras por trabajador;2018T3;0,9
B Industrias extractivas;Horas extras por trabajador;2018T2;0,9
B Industrias extractivas;Horas extras por trabajador;2018T1;1
B Industrias extractivas;Horas extras por trabajador;2017T4;1
B Industrias extractivas;Horas extras por trabajador;2017T3;1
B Industrias extractivas;Horas extras por trabajador;2017T2;1,3
B Industrias extractivas;Horas extras por trabajador;2017T1;1,1
B Industrias extractivas;Horas extras por trabajador;2016T4;1,3
B Industrias extractivas;Horas extras por trabajador;2016T3;1,2
B Industrias extractivas;Horas extras por trabajador;2016T2;1,3
B Industrias extractivas;Horas extras por trabajador;2016T1;0,8
B Industrias extractivas;Horas extras por trabajador;2015T4;1
B Industrias extractivas;Horas extras por trabajador;2015T3;0,8
B Industrias extractivas;Horas extras por trabajador;2015T2;1
B Industrias extractivas;Horas extras por trabajador;2015T1;0,8
B Industrias extractivas;Horas extras por trabajador;2014T4;0,8
B Industrias extractivas;Horas extras por trabajador;2014T3;0,7
B Industrias extractivas;Horas extras por trabajador;2014T2;0,8
B Industrias extractivas;Horas extras por trabajador;2014T1;0,6
