Comunidades y Ciudades Autónomas;Componentes del coste;Tipo de dato;Periodo;Total
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2024T2;21,48
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2024T1;21
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2023T4;22,53
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2023T3;22,12
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2023T2;20,79
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2023T1;19,28
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2022T4;20,93
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2022T3;20,81
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2022T2;19,74
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2022T1;18,95
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2021T4;20,3
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2021T3;19,92
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2021T2;19,92
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2021T1;19
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2020T4;19,84
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2020T3;19,24
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2020T2;20,51
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2020T1;18,36
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2019T4;19,18
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2019T3;19,01
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2019T2;18,38
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2019T1;17,21
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2018T4;19,01
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2018T3;18,85
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2018T2;17,63
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2018T1;17,05
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2017T4;19,39
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2017T3;18,11
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2017T2;17,93
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2017T1;16,6
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2016T4;18,52
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2016T3;18,39
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2016T2;16,76
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2016T1;17,45
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2015T4;18,38
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2015T3;18,4
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2015T2;17,28
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2015T1;16,79
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2014T4;18,16
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2014T3;18,04
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2014T2;17,59
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2014T1;16,9
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2013T4;18,52
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2013T3;18,42
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2013T2;17,08
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2013T1;17
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2012T4;18,57
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2012T3;18,42
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2012T2;17,65
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2012T1;16,64
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2011T4;18,24
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2011T3;18,52
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2011T2;17,78
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2011T1;16,68
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2010T4;18,16
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2010T3;17,54
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2010T2;16,78
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2010T1;16,49
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2009T4;17,71
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2009T3;17,61
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2009T2;16,94
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2009T1;16,08
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2008T4;17,21
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2008T3;16,89
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2008T2;15,2
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2008T1;15,49
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2007T4;16,48
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2007T3;16,32
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2007T2;14,82
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2007T1;13,91
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2006T4;15,97
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2006T3;15,09
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2006T2;14,7
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2006T1;13,21
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2005T4;14,65
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2005T3;14,44
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2005T2;13,41
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2005T1;13,33
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2004T4;14,27
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2004T3;13,96
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2004T2;13,17
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2004T1;12,64
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2003T4;13,6
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2003T3;13,67
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2003T2;12,59
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2003T1;11,92
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2002T4;13,13
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2002T3;13,19
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2002T2;11,9
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2002T1;11,48
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2001T4;12,8
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2001T3;12,9
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2001T2;11,66
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2001T1;10,66
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2000T4;12,09
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2000T3;12,34
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2000T2;11,08
10 Comunitat Valenciana;Coste laboral total por hora;Euros;2000T1;10,26
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2024T4;119,1
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2024T3;117,2
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2024T2;110,2
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2024T1;107,7
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2023T4;115,6
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2023T3;113,5
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2023T2;106,7
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2023T1;98,9
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2022T4;107,4
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2022T3;106,8
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2022T2;101,3
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2022T1;97,2
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2021T4;104,2
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2021T3;102,2
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2021T2;102,2
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2021T1;97,5
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2020T4;101,8
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2020T3;98,7
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2020T2;105,2
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2020T1;94,2
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2019T4;98,4
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2019T3;97,5
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2019T2;94,3
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2019T1;88,3
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2018T4;97,5
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2018T3;96,7
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2018T2;90,5
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2018T1;87,5
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2017T4;99,5
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2017T3;92,9
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2017T2;92
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2017T1;85,2
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2016T4;95
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2016T3;94,4
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2016T2;86
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2016T1;89,5
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2015T4;94,3
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2015T3;94,4
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2015T2;88,7
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2015T1;86,1
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2014T4;93,2
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2014T3;92,6
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2014T2;90,3
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2014T1;86,7
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2013T4;95
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2013T3;94,5
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2013T2;87,6
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2013T1;87,2
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2012T4;95,3
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2012T3;94,5
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2012T2;90,6
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2012T1;85,4
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2011T4;93,6
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2011T3;95
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2011T2;91,2
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2011T1;85,6
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2010T4;93,2
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2010T3;90
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2010T2;86,1
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2010T1;84,6
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2009T4;90,9
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2009T3;90,4
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2009T2;86,9
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2009T1;82,5
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2008T4;88,3
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2008T3;86,7
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2008T2;78
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2008T1;79,5
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2007T4;84,6
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2007T3;83,7
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2007T2;76
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2007T1;71,4
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2006T4;81,9
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2006T3;77,4
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2006T2;75,4
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2006T1;67,8
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2005T4;75,2
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2005T3;74,1
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2005T2;68,8
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2005T1;68,4
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2004T4;73,2
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2004T3;71,6
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2004T2;67,6
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2004T1;64,9
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2003T4;69,8
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2003T3;70,1
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2003T2;64,6
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2003T1;61,2
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2002T4;67,4
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2002T3;67,7
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2002T2;61,1
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2002T1;58,9
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2001T4;65,7
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2001T3;66,2
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2001T2;59,8
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2001T1;54,7
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2000T4;62
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2000T3;63,3
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2000T2;56,8
10 Comunitat Valenciana;Coste laboral total por hora;Índice;2000T1;52,6
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2024T4;3
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2024T3;3,3
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2024T2;3,3
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2024T1;8,9
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2023T4;7,6
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2023T3;6,3
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2023T2;5,3
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2023T1;1,7
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2022T4;3,1
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2022T3;4,5
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2022T2;-0,9
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2022T1;-0,3
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2021T4;2,3
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2021T3;3,5
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2021T2;-2,9
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2021T1;3,5
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2020T4;3,4
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2020T3;1,2
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2020T2;11,6
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2020T1;6,7
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2019T4;0,9
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2019T3;0,8
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2019T2;4,3
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2019T1;0,9
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2018T4;-2
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2018T3;4,1
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2018T2;-1,7
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2018T1;2,7
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2017T4;4,7
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2017T3;-1,5
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2017T2;7
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2017T1;-4,9
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2016T4;0,8
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2016T3;-0,1
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2016T2;-3
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2016T1;3,9
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2015T4;1,2
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2015T3;2
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2015T2;-1,8
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2015T1;-0,7
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2014T4;-1,9
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2014T3;-2,1
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2014T2;3
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2014T1;-0,6
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2013T4;-0,3
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2013T3;0
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2013T2;-3,2
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2013T1;2,2
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2012T4;1,8
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2012T3;-0,5
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2012T2;-0,7
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2012T1;-0,2
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2011T4;0,4
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2011T3;5,6
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2011T2;6
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2011T1;1,2
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2010T4;2,5
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2010T3;-0,4
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2010T2;-0,9
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2010T1;2,5
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2009T4;2,9
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2009T3;4,3
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2009T2;11,4
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2009T1;3,8
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2008T4;4,4
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2008T3;3,5
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2008T2;2,6
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2008T1;11,4
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2007T4;3,2
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2007T3;8,2
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2007T2;0,8
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2007T1;5,3
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2006T4;9
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2006T3;4,5
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2006T2;9,6
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2006T1;-0,9
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2005T4;2,7
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2005T3;3,4
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2005T2;1,8
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2005T1;5,5
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2004T4;4,9
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2004T3;2,1
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2004T2;4,6
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2004T1;6
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2003T4;3,6
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2003T3;3,6
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2003T2;5,8
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2003T1;3,8
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2002T4;2,6
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2002T3;2,2
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2002T2;2,1
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2002T1;7,7
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2001T4;5,9
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2001T3;4,5
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2001T2;5,2
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2001T1;3,9
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2000T4;..
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2000T3;..
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2000T2;..
10 Comunitat Valenciana;Coste laboral total por hora;Tasa de variación anual;2000T1;..
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2024T4;17,24
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2024T3;16,55
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2024T2;15,84
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2024T1;15,13
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2023T4;16,67
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2023T3;16,07
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2023T2;15,37
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2023T1;14,04
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2022T4;15,62
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2022T3;15,23
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2022T2;14,61
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2022T1;13,8
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2021T4;15,11
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2021T3;14,52
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2021T2;14,6
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2021T1;13,83
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2020T4;14,75
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2020T3;14,06
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2020T2;14,95
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2020T1;13,46
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2019T4;14,28
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2019T3;13,88
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2019T2;13,58
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2019T1;12,56
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2018T4;14,28
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2018T3;13,84
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2018T2;13,15
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2018T1;12,54
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2017T4;14,58
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2017T3;13,27
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2017T2;13,42
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2017T1;12,22
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2016T4;13,94
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2016T3;13,58
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2016T2;12,51
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2016T1;12,86
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2015T4;13,84
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2015T3;13,49
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2015T2;12,85
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2015T1;12,37
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2014T4;13,58
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2014T3;13,16
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2014T2;13
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2014T1;12,26
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2013T4;13,68
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2013T3;13,29
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2013T2;12,69
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2013T1;12,31
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2012T4;13,88
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2012T3;13,33
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2012T2;13,12
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2012T1;12,14
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2011T4;13,64
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2011T3;13,47
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2011T2;13,06
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2011T1;12,12
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2010T4;13,64
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2010T3;12,78
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2010T2;12,48
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2010T1;11,97
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2009T4;13,23
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2009T3;12,68
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2009T2;12,44
