Comunidades y Ciudades Autónomas;Componentes del coste;Tipo de dato;Periodo;Total
Total Nacional;Coste salarial total por trabajador;Índice;2020T4;108,3
Total Nacional;Coste salarial total por trabajador;Índice;2020T3;97,7
Total Nacional;Coste salarial total por trabajador;Índice;2020T2;94,8
Total Nacional;Coste salarial total por trabajador;Índice;2020T1;99,3
Total Nacional;Coste salarial total por trabajador;Índice;2019T4;109
Total Nacional;Coste salarial total por trabajador;Índice;2019T3;98,6
Total Nacional;Coste salarial total por trabajador;Índice;2019T2;104,7
Total Nacional;Coste salarial total por trabajador;Índice;2019T1;98,6
Total Nacional;Coste salarial total por trabajador;Índice;2018T4;107,1
Total Nacional;Coste salarial total por trabajador;Índice;2018T3;96,8
Total Nacional;Coste salarial total por trabajador;Índice;2018T2;102,5
Total Nacional;Coste salarial total por trabajador;Índice;2018T1;96,9
Total Nacional;Coste salarial total por trabajador;Índice;2017T4;106,1
Total Nacional;Coste salarial total por trabajador;Índice;2017T3;95
Total Nacional;Coste salarial total por trabajador;Índice;2017T2;102
Total Nacional;Coste salarial total por trabajador;Índice;2017T1;96,1
Total Nacional;Coste salarial total por trabajador;Índice;2016T4;105,6
Total Nacional;Coste salarial total por trabajador;Índice;2016T3;94,8
Total Nacional;Coste salarial total por trabajador;Índice;2016T2;102,1
Total Nacional;Coste salarial total por trabajador;Índice;2016T1;96,3
Total Nacional;Coste salarial total por trabajador;Índice;2015T4;106,4
Total Nacional;Coste salarial total por trabajador;Índice;2015T3;95,1
Total Nacional;Coste salarial total por trabajador;Índice;2015T2;102
Total Nacional;Coste salarial total por trabajador;Índice;2015T1;96,2
Total Nacional;Coste salarial total por trabajador;Índice;2014T4;104,6
Total Nacional;Coste salarial total por trabajador;Índice;2014T3;94,6
Total Nacional;Coste salarial total por trabajador;Índice;2014T2;101,4
Total Nacional;Coste salarial total por trabajador;Índice;2014T1;94,9
Total Nacional;Coste salarial total por trabajador;Índice;2013T4;104,8
Total Nacional;Coste salarial total por trabajador;Índice;2013T3;94,6
Total Nacional;Coste salarial total por trabajador;Índice;2013T2;101,3
Total Nacional;Coste salarial total por trabajador;Índice;2013T1;95
Total Nacional;Coste salarial total por trabajador;Índice;2012T4;102,3
Total Nacional;Coste salarial total por trabajador;Índice;2012T3;94,9
Total Nacional;Coste salarial total por trabajador;Índice;2012T2;101,9
Total Nacional;Coste salarial total por trabajador;Índice;2012T1;96,8
Total Nacional;Coste salarial total por trabajador;Índice;2011T4;106,1
Total Nacional;Coste salarial total por trabajador;Índice;2011T3;94,6
Total Nacional;Coste salarial total por trabajador;Índice;2011T2;101,8
Total Nacional;Coste salarial total por trabajador;Índice;2011T1;95,6
Total Nacional;Coste salarial total por trabajador;Índice;2010T4;104,7
Total Nacional;Coste salarial total por trabajador;Índice;2010T3;93,5
Total Nacional;Coste salarial total por trabajador;Índice;2010T2;101,2
Total Nacional;Coste salarial total por trabajador;Índice;2010T1;94,7
Total Nacional;Coste salarial total por trabajador;Índice;2009T4;104,7
Total Nacional;Coste salarial total por trabajador;Índice;2009T3;93,3
Total Nacional;Coste salarial total por trabajador;Índice;2009T2;99,5
Total Nacional;Coste salarial total por trabajador;Índice;2009T1;92,9
Total Nacional;Coste salarial total por trabajador;Índice;2008T4;101,9
Total Nacional;Coste salarial total por trabajador;Índice;2008T3;90,5
Total Nacional;Coste salarial total por trabajador;Índice;2008T2;95,5
Total Nacional;Coste salarial total por trabajador;Índice;2008T1;90,3
Total Nacional;Coste salarial total por trabajador;Índice;2007T4;97,3
Total Nacional;Coste salarial total por trabajador;Índice;2007T3;85,9
Total Nacional;Coste salarial total por trabajador;Índice;2007T2;91
Total Nacional;Coste salarial total por trabajador;Índice;2007T1;85,8
Total Nacional;Coste salarial total por trabajador;Índice;2006T4;93,4
Total Nacional;Coste salarial total por trabajador;Índice;2006T3;82,7
Total Nacional;Coste salarial total por trabajador;Índice;2006T2;87,7
Total Nacional;Coste salarial total por trabajador;Índice;2006T1;82,3
Total Nacional;Coste salarial total por trabajador;Índice;2005T4;88,8
Total Nacional;Coste salarial total por trabajador;Índice;2005T3;78,9
Total Nacional;Coste salarial total por trabajador;Índice;2005T2;83,4
Total Nacional;Coste salarial total por trabajador;Índice;2005T1;79,1
Total Nacional;Coste salarial total por trabajador;Índice;2004T4;86,6
Total Nacional;Coste salarial total por trabajador;Índice;2004T3;77,3
Total Nacional;Coste salarial total por trabajador;Índice;2004T2;80,6
Total Nacional;Coste salarial total por trabajador;Índice;2004T1;77,7
Total Nacional;Coste salarial total por trabajador;Índice;2003T4;84,6
Total Nacional;Coste salarial total por trabajador;Índice;2003T3;75,8
Total Nacional;Coste salarial total por trabajador;Índice;2003T2;78
Total Nacional;Coste salarial total por trabajador;Índice;2003T1;74,7
Total Nacional;Coste salarial total por trabajador;Índice;2002T4;81,7
Total Nacional;Coste salarial total por trabajador;Índice;2002T3;73,4
Total Nacional;Coste salarial total por trabajador;Índice;2002T2;74,8
Total Nacional;Coste salarial total por trabajador;Índice;2002T1;71,2
Total Nacional;Coste salarial total por trabajador;Índice;2001T4;78,7
Total Nacional;Coste salarial total por trabajador;Índice;2001T3;70,8
Total Nacional;Coste salarial total por trabajador;Índice;2001T2;71,9
Total Nacional;Coste salarial total por trabajador;Índice;2001T1;68,5
Total Nacional;Coste salarial total por trabajador;Índice;2000T4;75,9
Total Nacional;Coste salarial total por trabajador;Índice;2000T3;68,2
Total Nacional;Coste salarial total por trabajador;Índice;2000T2;70,1
Total Nacional;Coste salarial total por trabajador;Índice;2000T1;66,4
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2024T4;3,5
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2024T3;4,1
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2024T2;4
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2024T1;3,7
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2023T4;4
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2023T3;4,2
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2023T2;5
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2023T1;6
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2022T4;4,7
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2022T3;4,1
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2022T2;4,3
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2022T1;5,2
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2021T4;5,1
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2021T3;5
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2021T2;14,4
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2021T1;1
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2020T4;-0,7
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2020T3;-0,9
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2020T2;-9,4
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2020T1;0,7
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2019T4;1,8
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2019T3;1,9
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2019T2;2,1
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2019T1;1,7
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2018T4;0,9
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2018T3;1,9
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2018T2;0,5
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2018T1;0,8
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2017T4;0,5
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2017T3;0,3
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2017T2;-0,1
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2017T1;-0,2
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2016T4;-0,8
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2016T3;-0,3
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2016T2;0,1
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2016T1;0
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2015T4;1,7
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2015T3;0,5
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2015T2;0,6
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2015T1;1,4
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2014T4;-0,2
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2014T3;-0,1
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2014T2;0
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2014T1;-0,2
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2013T4;2,5
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2013T3;-0,2
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2013T2;-0,6
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2013T1;-1,8
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2012T4;-3,6
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2012T3;0,3
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2012T2;0
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2012T1;1,2
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2011T4;1,4
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2011T3;1,2
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2011T2;0,6
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2011T1;1
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2010T4;0
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2010T3;0,1
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2010T2;1,8
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2010T1;1,9
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2009T4;2,7
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2009T3;3,1
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2009T2;4,1
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2009T1;2,9
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2008T4;4,8
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2008T3;5,3
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2008T2;5
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2008T1;5,2
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2007T4;4,1
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2007T3;3,9
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2007T2;3,7
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2007T1;4,3
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2006T4;5,1
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2006T3;4,8
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2006T2;5,1
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2006T1;4
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2005T4;2,6
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2005T3;2
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2005T2;3,5
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2005T1;1,8
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2004T4;2,4
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2004T3;2
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2004T2;3,4
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2004T1;4
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2003T4;3,6
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2003T3;3,3
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2003T2;4,3
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2003T1;5
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2002T4;3,7
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2002T3;3,6
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2002T2;3,9
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2002T1;3,9
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2001T4;3,7
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2001T3;3,8
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2001T2;2,7
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2001T1;3,1
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2000T4;..
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2000T3;..
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2000T2;..
Total Nacional;Coste salarial total por trabajador;Tasa de variación anual;2000T1;..
Total Nacional;Otros costes por trabajador;Euros;2024T4;815,82
Total Nacional;Otros costes por trabajador;Euros;2024T3;815,28
Total Nacional;Otros costes por trabajador;Euros;2024T2;808,01
Total Nacional;Otros costes por trabajador;Euros;2024T1;803,81
Total Nacional;Otros costes por trabajador;Euros;2023T4;786,61
Total Nacional;Otros costes por trabajador;Euros;2023T3;774,93
Total Nacional;Otros costes por trabajador;Euros;2023T2;774,89
Total Nacional;Otros costes por trabajador;Euros;2023T1;771,24
Total Nacional;Otros costes por trabajador;Euros;2022T4;728,63
Total Nacional;Otros costes por trabajador;Euros;2022T3;722,7
Total Nacional;Otros costes por trabajador;Euros;2022T2;717,76
Total Nacional;Otros costes por trabajador;Euros;2022T1;722,4
Total Nacional;Otros costes por trabajador;Euros;2021T4;708,82
Total Nacional;Otros costes por trabajador;Euros;2021T3;696,5
Total Nacional;Otros costes por trabajador;Euros;2021T2;702,02
Total Nacional;Otros costes por trabajador;Euros;2021T1;697,79
Total Nacional;Otros costes por trabajador;Euros;2020T4;690,94
Total Nacional;Otros costes por trabajador;Euros;2020T3;666,29
Total Nacional;Otros costes por trabajador;Euros;2020T2;638,83
Total Nacional;Otros costes por trabajador;Euros;2020T1;680,54
Total Nacional;Otros costes por trabajador;Euros;2019T4;679,72
Total Nacional;Otros costes por trabajador;Euros;2019T3;676,67
Total Nacional;Otros costes por trabajador;Euros;2019T2;672,37
