Divisiones de la CNAE-09;Tiempo de trabajo;Periodo;Total
49 Transporte terrestre y por tubería;Horas no trabajadas;2024T1;20,5
49 Transporte terrestre y por tubería;Horas no trabajadas;2023T4;26,1
49 Transporte terrestre y por tubería;Horas no trabajadas;2023T3;32,1
49 Transporte terrestre y por tubería;Horas no trabajadas;2023T2;21,5
49 Transporte terrestre y por tubería;Horas no trabajadas;2023T1;17,7
49 Transporte terrestre y por tubería;Horas no trabajadas;2022T4;24,7
49 Transporte terrestre y por tubería;Horas no trabajadas;2022T3;32,5
49 Transporte terrestre y por tubería;Horas no trabajadas;2022T2;18,8
49 Transporte terrestre y por tubería;Horas no trabajadas;2022T1;19,3
49 Transporte terrestre y por tubería;Horas no trabajadas;2021T4;25,8
49 Transporte terrestre y por tubería;Horas no trabajadas;2021T3;29,1
49 Transporte terrestre y por tubería;Horas no trabajadas;2021T2;21,8
49 Transporte terrestre y por tubería;Horas no trabajadas;2021T1;23
49 Transporte terrestre y por tubería;Horas no trabajadas;2020T4;27,9
49 Transporte terrestre y por tubería;Horas no trabajadas;2020T3;36,6
49 Transporte terrestre y por tubería;Horas no trabajadas;2020T2;41,5
49 Transporte terrestre y por tubería;Horas no trabajadas;2020T1;20,3
49 Transporte terrestre y por tubería;Horas no trabajadas;2019T4;23,8
49 Transporte terrestre y por tubería;Horas no trabajadas;2019T3;26,4
49 Transporte terrestre y por tubería;Horas no trabajadas;2019T2;17,7
49 Transporte terrestre y por tubería;Horas no trabajadas;2019T1;15,7
49 Transporte terrestre y por tubería;Horas no trabajadas;2018T4;22,7
49 Transporte terrestre y por tubería;Horas no trabajadas;2018T3;25,9
49 Transporte terrestre y por tubería;Horas no trabajadas;2018T2;14,2
49 Transporte terrestre y por tubería;Horas no trabajadas;2018T1;16,5
49 Transporte terrestre y por tubería;Horas no trabajadas;2017T4;22,3
49 Transporte terrestre y por tubería;Horas no trabajadas;2017T3;25,7
49 Transporte terrestre y por tubería;Horas no trabajadas;2017T2;16,4
49 Transporte terrestre y por tubería;Horas no trabajadas;2017T1;12,7
49 Transporte terrestre y por tubería;Horas no trabajadas;2016T4;20,7
49 Transporte terrestre y por tubería;Horas no trabajadas;2016T3;27,3
49 Transporte terrestre y por tubería;Horas no trabajadas;2016T2;15,3
49 Transporte terrestre y por tubería;Horas no trabajadas;2016T1;18,6
49 Transporte terrestre y por tubería;Horas no trabajadas;2015T4;20,1
49 Transporte terrestre y por tubería;Horas no trabajadas;2015T3;25,8
49 Transporte terrestre y por tubería;Horas no trabajadas;2015T2;16,8
49 Transporte terrestre y por tubería;Horas no trabajadas;2015T1;14,7
49 Transporte terrestre y por tubería;Horas no trabajadas;2014T4;18
49 Transporte terrestre y por tubería;Horas no trabajadas;2014T3;22,2
49 Transporte terrestre y por tubería;Horas no trabajadas;2014T2;16,3
49 Transporte terrestre y por tubería;Horas no trabajadas;2014T1;15,1
49 Transporte terrestre y por tubería;Horas no trabajadas;2013T4;20,2
49 Transporte terrestre y por tubería;Horas no trabajadas;2013T3;24,4
49 Transporte terrestre y por tubería;Horas no trabajadas;2013T2;13,2
49 Transporte terrestre y por tubería;Horas no trabajadas;2013T1;17,1
49 Transporte terrestre y por tubería;Horas no trabajadas;2012T4;21,4
49 Transporte terrestre y por tubería;Horas no trabajadas;2012T3;24,9
49 Transporte terrestre y por tubería;Horas no trabajadas;2012T2;16,3
49 Transporte terrestre y por tubería;Horas no trabajadas;2012T1;13,1
49 Transporte terrestre y por tubería;Horas no trabajadas;2011T4;19,7
49 Transporte terrestre y por tubería;Horas no trabajadas;2011T3;26,4
49 Transporte terrestre y por tubería;Horas no trabajadas;2011T2;15
49 Transporte terrestre y por tubería;Horas no trabajadas;2011T1;13,9
49 Transporte terrestre y por tubería;Horas no trabajadas;2010T4;20,1
49 Transporte terrestre y por tubería;Horas no trabajadas;2010T3;25,5
49 Transporte terrestre y por tubería;Horas no trabajadas;2010T2;16,7
49 Transporte terrestre y por tubería;Horas no trabajadas;2010T1;15,7
49 Transporte terrestre y por tubería;Horas no trabajadas;2009T4;22,2
49 Transporte terrestre y por tubería;Horas no trabajadas;2009T3;30,4
49 Transporte terrestre y por tubería;Horas no trabajadas;2009T2;21,1
49 Transporte terrestre y por tubería;Horas no trabajadas;2009T1;17,2
49 Transporte terrestre y por tubería;Horas no trabajadas;2008T4;20,5
49 Transporte terrestre y por tubería;Horas no trabajadas;2008T3;30,4
49 Transporte terrestre y por tubería;Horas no trabajadas;2008T2;15,6
49 Transporte terrestre y por tubería;Horas no trabajadas;2008T1;17,7
49 Transporte terrestre y por tubería;Horas extras por trabajador;2024T4;1,4
49 Transporte terrestre y por tubería;Horas extras por trabajador;2024T3;1,1
49 Transporte terrestre y por tubería;Horas extras por trabajador;2024T2;1,2
49 Transporte terrestre y por tubería;Horas extras por trabajador;2024T1;1,2
49 Transporte terrestre y por tubería;Horas extras por trabajador;2023T4;1,2
49 Transporte terrestre y por tubería;Horas extras por trabajador;2023T3;1,1
49 Transporte terrestre y por tubería;Horas extras por trabajador;2023T2;1,2
49 Transporte terrestre y por tubería;Horas extras por trabajador;2023T1;1
49 Transporte terrestre y por tubería;Horas extras por trabajador;2022T4;1,1
49 Transporte terrestre y por tubería;Horas extras por trabajador;2022T3;1
49 Transporte terrestre y por tubería;Horas extras por trabajador;2022T2;1
49 Transporte terrestre y por tubería;Horas extras por trabajador;2022T1;0,8
49 Transporte terrestre y por tubería;Horas extras por trabajador;2021T4;1
49 Transporte terrestre y por tubería;Horas extras por trabajador;2021T3;0,8
49 Transporte terrestre y por tubería;Horas extras por trabajador;2021T2;0,9
49 Transporte terrestre y por tubería;Horas extras por trabajador;2021T1;0,8
49 Transporte terrestre y por tubería;Horas extras por trabajador;2020T4;1
49 Transporte terrestre y por tubería;Horas extras por trabajador;2020T3;0,8
49 Transporte terrestre y por tubería;Horas extras por trabajador;2020T2;0,6
49 Transporte terrestre y por tubería;Horas extras por trabajador;2020T1;0,9
49 Transporte terrestre y por tubería;Horas extras por trabajador;2019T4;0,9
49 Transporte terrestre y por tubería;Horas extras por trabajador;2019T3;1
49 Transporte terrestre y por tubería;Horas extras por trabajador;2019T2;0,9
49 Transporte terrestre y por tubería;Horas extras por trabajador;2019T1;0,9
49 Transporte terrestre y por tubería;Horas extras por trabajador;2018T4;0,7
49 Transporte terrestre y por tubería;Horas extras por trabajador;2018T3;0,8
49 Transporte terrestre y por tubería;Horas extras por trabajador;2018T2;0,7
49 Transporte terrestre y por tubería;Horas extras por trabajador;2018T1;0,8
49 Transporte terrestre y por tubería;Horas extras por trabajador;2017T4;0,6
49 Transporte terrestre y por tubería;Horas extras por trabajador;2017T3;1
49 Transporte terrestre y por tubería;Horas extras por trabajador;2017T2;0,9
49 Transporte terrestre y por tubería;Horas extras por trabajador;2017T1;0,7
49 Transporte terrestre y por tubería;Horas extras por trabajador;2016T4;0,9
49 Transporte terrestre y por tubería;Horas extras por trabajador;2016T3;1,1
49 Transporte terrestre y por tubería;Horas extras por trabajador;2016T2;0,9
49 Transporte terrestre y por tubería;Horas extras por trabajador;2016T1;0,7
49 Transporte terrestre y por tubería;Horas extras por trabajador;2015T4;0,8
49 Transporte terrestre y por tubería;Horas extras por trabajador;2015T3;1
49 Transporte terrestre y por tubería;Horas extras por trabajador;2015T2;0,9
49 Transporte terrestre y por tubería;Horas extras por trabajador;2015T1;0,8
49 Transporte terrestre y por tubería;Horas extras por trabajador;2014T4;0,8
49 Transporte terrestre y por tubería;Horas extras por trabajador;2014T3;0,9
49 Transporte terrestre y por tubería;Horas extras por trabajador;2014T2;0,9
49 Transporte terrestre y por tubería;Horas extras por trabajador;2014T1;0,9
49 Transporte terrestre y por tubería;Horas extras por trabajador;2013T4;1
49 Transporte terrestre y por tubería;Horas extras por trabajador;2013T3;0,8
49 Transporte terrestre y por tubería;Horas extras por trabajador;2013T2;0,9
49 Transporte terrestre y por tubería;Horas extras por trabajador;2013T1;1,1
49 Transporte terrestre y por tubería;Horas extras por trabajador;2012T4;0,9
49 Transporte terrestre y por tubería;Horas extras por trabajador;2012T3;0,9
49 Transporte terrestre y por tubería;Horas extras por trabajador;2012T2;0,9
49 Transporte terrestre y por tubería;Horas extras por trabajador;2012T1;0,9
49 Transporte terrestre y por tubería;Horas extras por trabajador;2011T4;0,8
49 Transporte terrestre y por tubería;Horas extras por trabajador;2011T3;0,8
49 Transporte terrestre y por tubería;Horas extras por trabajador;2011T2;0,8
49 Transporte terrestre y por tubería;Horas extras por trabajador;2011T1;0,9
49 Transporte terrestre y por tubería;Horas extras por trabajador;2010T4;0,7
49 Transporte terrestre y por tubería;Horas extras por trabajador;2010T3;1
49 Transporte terrestre y por tubería;Horas extras por trabajador;2010T2;1
49 Transporte terrestre y por tubería;Horas extras por trabajador;2010T1;1,1
49 Transporte terrestre y por tubería;Horas extras por trabajador;2009T4;1,3
49 Transporte terrestre y por tubería;Horas extras por trabajador;2009T3;1,3
49 Transporte terrestre y por tubería;Horas extras por trabajador;2009T2;1
49 Transporte terrestre y por tubería;Horas extras por trabajador;2009T1;1,3
49 Transporte terrestre y por tubería;Horas extras por trabajador;2008T4;1,3
49 Transporte terrestre y por tubería;Horas extras por trabajador;2008T3;1,2
49 Transporte terrestre y por tubería;Horas extras por trabajador;2008T2;1,2
49 Transporte terrestre y por tubería;Horas extras por trabajador;2008T1;1,5
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2024T4;181,1
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2024T3;177,6
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2024T2;177,9
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2024T1;178,9
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2023T4;181,3
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2023T3;177,7
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2023T2;177,8
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2023T1;179,7
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2022T4;174,2
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2022T3;173,3
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2022T2;173,9
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2022T1;183,4
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2021T4;184,4
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2021T3;182
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2021T2;181,5
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2021T1;182,1
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2020T4;186,7
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2020T3;183,2
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2020T2;183,8
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2020T1;183,1
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2019T4;182,2
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2019T3;184,2
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2019T2;179,5
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2019T1;184
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2018T4;180,1
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2018T3;180
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2018T2;178,9
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2018T1;180,3
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2017T4;180,7
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2017T3;181,4
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2017T2;181
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2017T1;180,2
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2016T4;182,9
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2016T3;181,7
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2016T2;182,1
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2016T1;181
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2015T4;181,9
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2015T3;183,9
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2015T2;185
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2015T1;182,4
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2014T4;183,5
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2014T3;180,3
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2014T2;182,3
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2014T1;183,5
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2013T4;187,4
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2013T3;181,3
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2013T2;181,6
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2013T1;188,2
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2012T4;186,6
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2012T3;180,8
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2012T2;183
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2012T1;188,7
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2011T4;195,1
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2011T3;189,3
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2011T2;192,9
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2011T1;191,3
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2010T4;195,6
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2010T3;191,9
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2010T2;195,5
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2010T1;195,5
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2009T4;186,9
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2009T3;183
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2009T2;187,3
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2009T1;186,6
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2008T4;167,2
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2008T3;166,1
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2008T2;166,7
50 Transporte marítimo y por vías navegables interiores;Horas pactadas;2008T1;167,4
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2024T4;181,2
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2024T3;178,4
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2024T2;178,3
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2024T1;179,5
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2023T4;182,1
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2023T3;178,2
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2023T2;178,4
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2023T1;180,2
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2022T4;174,8
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2022T3;173,7
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2022T2;174,3
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2022T1;183
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2021T4;184,5
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2021T3;182,6
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2021T2;181,9
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2021T1;182,7
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2020T4;187,3
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2020T3;183,7
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2020T2;183,8
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2020T1;184
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2019T4;183,3
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2019T3;185,6
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2019T2;180,5
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2019T1;184,9
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2018T4;181,3
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2018T3;181
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2018T2;180
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2018T1;181,3
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2017T4;181,9
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2017T3;182,1
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2017T2;182,5
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2017T1;182,5
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2016T4;184,5
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2016T3;183,5
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2016T2;184
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2016T1;183,4
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2015T4;183,6
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2015T3;185,8
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2015T2;186,2
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2015T1;184,2
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2014T4;184,7
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2014T3;181,8
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2014T2;183,8
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2014T1;184,9
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2013T4;188,6
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2013T3;182,9
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2013T2;183,5
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2013T1;189,7
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2012T4;188,7
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2012T3;182,6
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2012T2;185
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2012T1;190,5
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2011T4;197,2
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2011T3;191,7
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2011T2;195,4
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2011T1;194,3
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2010T4;198,9
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2010T3;195,6
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2010T2;198,8
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2010T1;198,7
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2009T4;190
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2009T3;186,6
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2009T2;190,7
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2009T1;189,8
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2008T4;174,1
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2008T3;173,8
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2008T2;174,5
50 Transporte marítimo y por vías navegables interiores;Horas pagadas;2008T1;175,3
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2024T4;143,3
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2024T3;148,1
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2024T2;150,4
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2024T1;141,8
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2023T4;144
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2023T3;142,6
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2023T2;142,9
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2023T1;149,1
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2022T4;143,3
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2022T3;143,4
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2022T2;146,2
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2022T1;152,5
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2021T4;148,7
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2021T3;143,6
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2021T2;136,8
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2021T1;136
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2020T4;133,9
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2020T3;145,5
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2020T2;119
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2020T1;144,7
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2019T4;147,2
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2019T3;151,3
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2019T2;151,3
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2019T1;158,9
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2018T4;148,8
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2018T3;156,8
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2018T2;156,1
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2018T1;149,4
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2017T4;154,6
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2017T3;157,3
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2017T2;154,5
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2017T1;154,9
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2016T4;153,3
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2016T3;158,3
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2016T2;156,5
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2016T1;149,2
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2015T4;150,7
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2015T3;161
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2015T2;156,2
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2015T1;155,3
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2014T4;152,8
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2014T3;153,3
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2014T2;157,8
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2014T1;157,1
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2013T4;154,4
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2013T3;153,1
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2013T2;163,5
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2013T1;156,6
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2012T4;148,7
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2012T3;149,1
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2012T2;159,7
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2012T1;152,3
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2011T4;153,7
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2011T3;156,7
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2011T2;161,1
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2011T1;157,8
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2010T4;153,6
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2010T3;151,3
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2010T2;158,6
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2010T1;159,7
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2009T4;143,8
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2009T3;146,9
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2009T2;148,1
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2009T1;152,4
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2008T4;127,6
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2008T3;124
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2008T2;132,7
50 Transporte marítimo y por vías navegables interiores;Horas efectivas;2008T1;130,4
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2024T4;38,2
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2024T3;30,4
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2024T2;28,1
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2024T1;37,8
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2023T4;38,3
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2023T3;35,7
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2023T2;35,6
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2023T1;31,2
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2022T4;31,6
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2022T3;30,4
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2022T2;28,2
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2022T1;31,3
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2021T4;36,1
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2021T3;39,1
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2021T2;45,3
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2021T1;46,8
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2020T4;53,4
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2020T3;38,4
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2020T2;64,8
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2020T1;39,5
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2019T4;36,2
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2019T3;34,4
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2019T2;29,3
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2019T1;26,3
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2018T4;32,7
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2018T3;24,5
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2018T2;24,1
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2018T1;32,1
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2017T4;27,5
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2017T3;25,3
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2017T2;28,1
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2017T1;27,8
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2016T4;31,3
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2016T3;25,4
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2016T2;27,7
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2016T1;34,2
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2015T4;33
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2015T3;24,8
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2015T2;30,1
