Sectores de actividad CNAE 2009;Componentes del coste;Tipo de dato;Clase de indicador;Periodo;Total
Industria;Otros costes por trabajador;Índice;Principales series de ETCL;2002T1;66,6
Industria;Otros costes por trabajador;Índice;Principales series de ETCL;2001T4;65,2
Industria;Otros costes por trabajador;Índice;Principales series de ETCL;2001T3;64,2
Industria;Otros costes por trabajador;Índice;Principales series de ETCL;2001T2;63,6
Industria;Otros costes por trabajador;Índice;Principales series de ETCL;2001T1;63,8
Industria;Otros costes por trabajador;Índice;Principales series de ETCL;2000T4;60,9
Industria;Otros costes por trabajador;Índice;Principales series de ETCL;2000T3;59,9
Industria;Otros costes por trabajador;Índice;Principales series de ETCL;2000T2;59,5
Industria;Otros costes por trabajador;Índice;Principales series de ETCL;2000T1;59,8
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2024T4;5
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2024T3;5,8
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2024T2;4,4
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2024T1;4,7
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2023T4;7
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2023T3;7,1
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2023T2;8,1
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2023T1;7,4
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2022T4;1,1
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2022T3;1,8
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2022T2;0,1
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2022T1;0,1
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2021T4;0
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2021T3;3
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2021T2;8
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2021T1;3,6
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2020T4;3,2
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2020T3;0
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2020T2;-3,7
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2020T1;0,7
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2019T4;2,8
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2019T3;2,2
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2019T2;3,1
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2019T1;2,8
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2018T4;1,6
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2018T3;1,7
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2018T2;0,9
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2018T1;0,6
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2017T4;1,1
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2017T3;0,4
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2017T2;0,9
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2017T1;1,1
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2016T4;0,9
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2016T3;0,6
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2016T2;0,3
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2016T1;-0,7
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2015T4;-3,4
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2015T3;-2,1
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2015T2;-2,2
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2015T1;-2,6
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2014T4;3
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2014T3;-0,8
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2014T2;0,7
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2014T1;-0,1
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2013T4;-1,5
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2013T3;3,6
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2013T2;1,9
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2013T1;1,7
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2012T4;3,7
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2012T3;4
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2012T2;3,9
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2012T1;4,6
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2011T4;0,1
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2011T3;0,6
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2011T2;-2,6
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2011T1;-3,1
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2010T4;0,9
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2010T3;-0,2
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2010T2;1,1
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2010T1;0,6
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2009T4;3,2
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2009T3;5,1
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2009T2;5,1
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2009T1;10,6
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2008T4;4,8
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2008T3;2,2
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2008T2;7,3
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2008T1;-0,8
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2007T4;5,1
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2007T3;5,8
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2007T2;0,4
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2007T1;4,7
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2006T4;3,7
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2006T3;3,5
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2006T2;5,3
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2006T1;6,1
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2005T4;3,8
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2005T3;3,3
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2005T2;5,8
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2005T1;5
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2004T4;4,1
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2004T3;3,4
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2004T2;2,8
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2004T1;6
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2003T4;6
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2003T3;5,4
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2003T2;6,4
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2003T1;5,4
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2002T4;4,9
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2002T3;5,2
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2002T2;5,5
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2002T1;4,5
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2001T4;7,1
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2001T3;7,3
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2001T2;6,9
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2001T1;6,6
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2000T4;..
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2000T3;..
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2000T2;..
Industria;Otros costes por trabajador;Tasa de variación anual;Principales series de ETCL;2000T1;..
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2024T4;27,84
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2024T3;27,76
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2024T2;25,58
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2024T1;24,63
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2023T4;27,01
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2023T3;26,28
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2023T2;24,99
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2023T1;22,84
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2022T4;25,36
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2022T3;25,17
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2022T2;23,52
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2022T1;21,77
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2021T4;24,64
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2021T3;24,14
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2021T2;23,1
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2021T1;21,88
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2020T4;24,45
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2020T3;24,16
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2020T2;24,49
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2020T1;21,38
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2019T4;23,77
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2019T3;23,92
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2019T2;22,4
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2019T1;20,48
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2018T4;23,5
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2018T3;23,47
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2018T2;21,22
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2018T1;20,55
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2017T4;23,58
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2017T3;22,94
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2017T2;21,72
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2017T1;19,9
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2016T4;23,24
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2016T3;22,92
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2016T2;20,62
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2016T1;20,73
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2015T4;22,88
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2015T3;22,88
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2015T2;21,48
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2015T1;20,02
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2014T4;22,88
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2014T3;23,11
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2014T2;21,73
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2014T1;19,98
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2013T4;22,87
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2013T3;23,19
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2013T2;20,85
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2013T1;20,38
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2012T4;22,87
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2012T3;22,79
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2012T2;21,05
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2012T1;19,45
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2011T4;22,46
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2011T3;22,32
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2011T2;20,33
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2011T1;18,89
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2010T4;21,96
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2010T3;21,43
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2010T2;20,12
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2010T1;19,15
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2009T4;21,52
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2009T3;21,68
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2009T2;20,06
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2009T1;18,78
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2008T4;20,48
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2008T3;20,74
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2008T2;18,16
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2008T1;18
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2007T4;19,86
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2007T3;19,8
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2007T2;17,81
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2007T1;16,65
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2006T4;19,1
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2006T3;18,93
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2006T2;17,35
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2006T1;15,92
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2005T4;18,26
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2005T3;18,22
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2005T2;16,03
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2005T1;15,83
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2004T4;17,58
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2004T3;17,39
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2004T2;15,65
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2004T1;14,72
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2003T4;16,47
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2003T3;17,13
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2003T2;15,47
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2003T1;13,98
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2002T4;15,89
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2002T3;16,34
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2002T2;14,11
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2002T1;13,54
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2001T4;15,23
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2001T3;15,57
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2001T2;13,77
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2001T1;12,45
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2000T4;14,42
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2000T3;15,01
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2000T2;13,12
Industria;Coste laboral total por hora;Euros;Principales series de ETCL;2000T1;11,94
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2024T4;117,9
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2024T3;117,5
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2024T2;108,3
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2024T1;104,3
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2023T4;114,4
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2023T3;111,3
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2023T2;105,8
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2023T1;96,7
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2022T4;107,4
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2022T3;106,6
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2022T2;99,6
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2022T1;92,2
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2021T4;104,3
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2021T3;102,2
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2021T2;97,8
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2021T1;92,6
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2020T4;103,5
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2020T3;102,3
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2020T2;103,7
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2020T1;90,5
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2019T4;100,6
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2019T3;101,3
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2019T2;94,8
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2019T1;86,7
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2018T4;99,5
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2018T3;99,4
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2018T2;89,8
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2018T1;87
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2017T4;99,8
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2017T3;97,1
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2017T2;92
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2017T1;84,3
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2016T4;98,4
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2016T3;97
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2016T2;87,3
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2016T1;87,8
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2015T4;96,9
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2015T3;96,9
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2015T2;90,9
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2015T1;84,8
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2014T4;96,9
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2014T3;97,8
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2014T2;92
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2014T1;84,6
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2013T4;96,8
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2013T3;98,2
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2013T2;88,3
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2013T1;86,3
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2012T4;96,8
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2012T3;96,5
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2012T2;89,1
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2012T1;82,3
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2011T4;95,1
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2011T3;94,5
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2011T2;86,1
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2011T1;80
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2010T4;93
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2010T3;90,7
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2010T2;85,2
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2010T1;81,1
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2009T4;91,1
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2009T3;91,8
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2009T2;84,9
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2009T1;79,5
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2008T4;86,7
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2008T3;87,8
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2008T2;76,9
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2008T1;76,2
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2007T4;84,1
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2007T3;83,8
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2007T2;75,4
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2007T1;70,5
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2006T4;80,9
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2006T3;80,1
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2006T2;73,5
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2006T1;67,4
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2005T4;77,3
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2005T3;77,1
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2005T2;67,9
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2005T1;67
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2004T4;74,4
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2004T3;73,6
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2004T2;66,3
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2004T1;62,3
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2003T4;69,7
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2003T3;72,5
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2003T2;65,5
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2003T1;59,2
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2002T4;67,3
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2002T3;69,2
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2002T2;59,7
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2002T1;57,3
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2001T4;64,5
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2001T3;65,9
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2001T2;58,3
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2001T1;52,7
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2000T4;61
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2000T3;63,5
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2000T2;55,5
Industria;Coste laboral total por hora;Índice;Principales series de ETCL;2000T1;50,6
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2024T4;3,1
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2024T3;5,6
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2024T2;2,4
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2024T1;7,8
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2023T4;6,5
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2023T3;4,4
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2023T2;6,3
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2023T1;4,9
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2022T4;2,9
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2022T3;4,3
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2022T2;1,8
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2022T1;-0,5
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2021T4;0,8
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2021T3;-0,1
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2021T2;-5,7
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2021T1;2,3
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2020T4;2,9
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2020T3;1
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2020T2;9,3
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2020T1;4,4
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2019T4;1,1
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2019T3;1,9
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2019T2;5,6
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2019T1;-0,3
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2018T4;-0,3
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2018T3;2,3
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2018T2;-2,3
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2018T1;3,3
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2017T4;1,5
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2017T3;0,1
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2017T2;5,3
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2017T1;-4
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2016T4;1,6
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2016T3;0,2
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2016T2;-4
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2016T1;3,5
Industria;Coste laboral total por hora;Tasa de variación anual;Principales series de ETCL;2015T4;0
