Sectores de actividad CNAE 2009;Componentes del coste;Tipo de dato;Clase de indicador;Periodo;Total
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2008T4;100,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2008T3;91,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2008T2;95,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2008T1;91
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2007T4;95,6
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2007T3;87,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2007T2;90,9
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2007T1;87
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2006T4;91,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2006T3;83,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2006T2;87,6
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2006T1;83,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2005T4;87,5
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2005T3;79,9
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2005T2;83,2
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2005T1;80,2
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2004T4;85,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2004T3;78
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2004T2;80,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2004T1;78,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2003T4;83
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2003T3;76,2
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2003T2;77,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2003T1;75,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2002T4;79,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2002T3;73,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2002T2;74,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2002T1;71,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2001T4;76,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2001T3;70,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2001T2;71
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2001T1;68,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2000T4;73,2
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2000T3;67,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2000T2;68,6
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Índice;Principales series de ETCL;2000T1;65,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Tasa de variación anual;Principales series de ETCL;2024T4;3,6
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Tasa de variación anual;Principales series de ETCL;2024T3;4,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste total por trabajador;Tasa de variación anual;Principales series de ETCL;2024T2;4,1
