Divisiones de la CNAE-09;Componentes del coste;Periodo;Total
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2018T3;109,22
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2018T2;77,91
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2018T1;69,91
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2017T4;81,37
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2017T3;65,28
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2017T2;83,22
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2017T1;100,2
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2016T4;72,47
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2016T3;66,85
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2016T2;93,94
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2016T1;71,25
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2015T4;89
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2015T3;74,03
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2015T2;109,71
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2015T1;126,92
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2014T4;100,54
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2014T3;83,62
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2014T2;101,67
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2014T1;144,91
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2013T4;113,89
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2013T3;92,17
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2013T2;132,53
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2013T1;146,92
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2012T4;136,39
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2012T3;112,56
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2012T2;138,47
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2012T1;196,34
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2011T4;294,53
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2011T3;121,84
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2011T2;157,89
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2011T1;136,83
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2010T4;133,45
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2010T3;96,62
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2010T2;135,98
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2010T1;187,96
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2009T4;172,05
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2009T3;143,46
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2009T2;107,84
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2009T1;238,33
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2008T4;135,3
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2008T3;107,99
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2008T2;103,77
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por percepciones no salariales;2008T1;80,84
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2024T4;827,83
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2024T3;827,53
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2024T2;815,31
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2024T1;805,98
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2023T4;798,23
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2023T3;794,82
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2023T2;790,07
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2023T1;778,58
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2022T4;735,46
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2022T3;747,8
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2022T2;731,44
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2022T1;723,66
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2021T4;724,53
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2021T3;711,73
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2021T2;704,58
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2021T1;704,92
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2020T4;691,27
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2020T3;658,21
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2020T2;618,74
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2020T1;682,13
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2019T4;682,38
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2019T3;683,31
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2019T2;678,48
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2019T1;666,3
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2018T4;651,72
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2018T3;648,13
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2018T2;643,78
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2018T1;644,23
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2017T4;636,37
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2017T3;645,04
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2017T2;636,19
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2017T1;633,67
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2016T4;617,14
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2016T3;615,38
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2016T2;619,64
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2016T1;616,48
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2015T4;613,93
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2015T3;617,14
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2015T2;622,77
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2015T1;626,31
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2014T4;614,51
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2014T3;611,88
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2014T2;610,04
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2014T1;604,33
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2013T4;621,55
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2013T3;623,7
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2013T2;623,25
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2013T1;621,82
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2012T4;632,75
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2012T3;623,71
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2012T2;622,7
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2012T1;623,85
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2011T4;637,55
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2011T3;634,01
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2011T2;635,13
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2011T1;632,87
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2010T4;609,84
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2010T3;618,88
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2010T2;614,78
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2010T1;616,28
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2009T4;629,23
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2009T3;627,82
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2009T2;628,37
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2009T1;622,4
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2008T4;564,3
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2008T3;561,13
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2008T2;558,82
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Coste por cotizaciones obligatorias;2008T1;552,73
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2024T4;17,85
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2024T3;11,6
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2024T2;11
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2024T1;10,19
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2023T4;15,99
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2023T3;14,47
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2023T2;13,16
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2023T1;11,83
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2022T4;16,43
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2022T3;12,94
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2022T2;13,09
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2022T1;11,55
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2021T4;15,16
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2021T3;8,48
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2021T2;8,45
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2021T1;7,17
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2020T4;13,55
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2020T3;7,26
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2020T2;9,28
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2020T1;6,6
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2019T4;12,11
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2019T3;9,44
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2019T2;10,2
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2019T1;7,51
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2018T4;13,55
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2018T3;8,89
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2018T2;9,97
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2018T1;6
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2017T4;14,7
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2017T3;9,7
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2017T2;8,56
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2017T1;9,86
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2016T4;17,01
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2016T3;13,14
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2016T2;12,95
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2016T1;11,98
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2015T4;20,47
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2015T3;14,56
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2015T2;12,89
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2015T1;10,99
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2014T4;17,35
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2014T3;12,16
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2014T2;9,77
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2014T1;5,76
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2013T4;12,54
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2013T3;9,78
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2013T2;11,39
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2013T1;8,02
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2012T4;14,49
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2012T3;15,29
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2012T2;23,92
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2012T1;22,88
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2011T4;28,12
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2011T3;22,92
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2011T2;25,51
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2011T1;21,92
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2010T4;28,87
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2010T3;21,88
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2010T2;21,41
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2010T1;19,94
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2009T4;32,96
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2009T3;23,12
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2009T2;22,12
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2009T1;21,39
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2008T4;24,14
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2008T3;19,85
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2008T2;19,26
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Subvenciones y bonificaciones de la S.Social;2008T1;19,33
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2024T4;2.304,79
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2024T3;2.199,82
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2024T2;2.313,79
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2024T1;2.228,96
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2023T4;2.210,39
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2023T3;2.101,06
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2023T2;2.148,15
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2023T1;2.134,05
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2022T4;2.064,08
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2022T3;1.991,49
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2022T2;2.021,62
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2022T1;1.983,52
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2021T4;1.998,1
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2021T3;1.868,96
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2021T2;1.898,4
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2021T1;1.830,72
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2020T4;1.903,56
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2020T3;1.741,08
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2020T2;1.605,36
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2020T1;1.837,62
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2019T4;1.951,71
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2019T3;1.847,79
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2019T2;1.901,82
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2019T1;1.838,21
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2018T4;1.923,78
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2018T3;1.813,28
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2018T2;1.881,77
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2018T1;1.814,63
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2017T4;1.905,83
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2017T3;1.744,34
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2017T2;1.795,14
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2017T1;1.765,06
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2016T4;1.843,44
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2016T3;1.730,23
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2016T2;1.763,43
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2016T1;1.753,47
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2015T4;1.833,97
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2015T3;1.715,28
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2015T2;1.762,89
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2015T1;1.739,68
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2014T4;1.853,29
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2014T3;1.753,55
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2014T2;1.764,37
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2014T1;1.766,43
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Coste laboral total;2013T4;1.812,46
